Site_number,Transect,Site.type,Bromus_TN_pct,Bromus_TC_pct,Bromus_CN,Other_TN_pct,Other_TC_pct,Other_CN,Poa_TN_pct,Poa_TC_pct,Poa_CN,Litter_TN_pct,Litter_TC_pct,Litter_CN,SOIL_SurSo4_kg_ha,SOIL_Ca_kg_ha,SOIL_Mg_kg_ha,SOIL_OM_pct,SOIL_TN_pct,SOIL_CN,Bare,Litter,Crypto,AIG,AIF,PNF,PNG,ANF,Shrubs,Rock,Year,ppt_2yrtot,ppt_2yr,ppt_1yr,tmax,tmin,vpdmx,shrub_b,soil_n_kg_ha,soil_c_kg_ha,inv,NO3_kg_ha,NH4_kg_ha,total_mineral_n
7,B,Intact Sagebrush,0.88,42.18,47.93181818,0.62,41.27,66.56451613,0.56,44.41,79.30357143,0.87,24.2,27.81609195,-0.3704915477862386,3707.2,771.68,1.32,0.1,13.2,58.18181818,33.54545455,0.12255965294632529,0,0.045454545,0.681818182,7.113636364,0,17.55,3.386363636,2016,555.812999606133,279.280001044273,393.81999826431303,19.2630004882812,-5.65000009536743,17.0240001678467,Shrub,1404.4648160000004,18538.935571200003,-1.9080347023153093,0.2,0,0.2
7,C,Intact Sagebrush,0.65,43.14,66.36923077,0.96,40.24,41.91666667,0.37,44.72,120.8648649,NA,NA,NA,-0.56327243641258,3345.44,745.92,1.48,0.1,14.8,57.77272727,35.27272727,0.041214750568593216,0.045454545,0.045454545,0.181818182,7.681818182,0,22.65,3,2016,555.812999606133,279.280001044273,393.81999826431303,19.2630004882812,-5.65000009536743,17.0240001678467,Shrub,1404.4648160000004,20786.079276800003,-1.971856723518818,0,0,0
8,A,Intact Sagebrush,0.67,40.68,60.71641791,0.92,39.81,43.27173913,0.4,44.65,111.625,1.24,34.15,27.54032258,0.012499817618093143,4735.36,680.96,1.98,0.13,15.23076923,55.22727273,32.95454545,0.3665943601749662,0.227272727,1.090909091,0.5,7.863636364,0.659090909,23.25,1.590909091,2016,515.441999912262,269.229999065399,342.374001026154,19.7479991912842,-4.48999977111816,17.8799991607666,Shrub,1825.8042608000003,27808.4033568,-2.3912395422811064,0,0,0
8,B,Intact Sagebrush,0.58,42.96,74.06896552,0.62,43.41,70.01612903,1.08,24.56,22.74074074,1.21,25.88,21.38842975,0.268969799820248,5242.72,629.44,2.17,0.13,16.69230769,28.63636364,57.90909091,0.3275488070298371,0.136363636,1.409090909,1.159090909,10.68181818,0.386363636,30.45,0.727272727,2016,515.441999912262,269.229999065399,342.374001026154,19.7479991912842,-4.48999977111816,17.8799991607666,Shrub,1825.8042608000003,30476.886507200004,-1.9759685826311646,0.26,0.32,0.5800000000000001
8,C,Intact Sagebrush,0.59,41.48,70.30508475,0.89,41.18,46.26966292,0.44,44.17,100.3863636,NA,NA,NA,0.018783046580729407,5725.44,639.52,2.18,0.14,15.57142857,40.54545455,46.09090909,0.40997830811930114,0.545454546,0.727272727,1.681818182,7.340909091,0.522727273,30.05,1.477272727,2016,515.441999912262,269.229999065399,342.374001026154,19.7479991912842,-4.48999977111816,17.8799991607666,Shrub,1966.2507424000005,30617.332988800004,-2.0944323386616155,0,0,0
10,A,Invaded Sagebrush,0.79,41.55,52.59493671,0.79,39.67,50.21518987,0.52,44.16,84.92307692,1.05,30.57,29.11428571,-0.2668182699027393,2784.32,872.48,1.03,0.08,12.875,48.13636364,42.27272727,0.23535791763022945,2.363636364,0.113636364,0.022727273,7.295454545,0.227272727,24.1,1.090909091,2016,505.956999540329,270.91000020504,327.596000313759,19.8169994354248,-5.76000022888184,17.9750003814697,Shrub,1123.5718528,14465.987604800002,-1.7366769228394525,0,0,0
10,B,Invaded Sagebrush,0.54,42.74,79.14814815,0.73,42.66,58.43835616,0.77,43.58,56.5974026,1.07,29.78,27.8317757,-0.351927462214813,2744,770.56,1.1,0.08,13.75,47.5,45.68181818,0.10303687637376072,2.977272727,0.295454546,0.181818182,4.386363636,0.204545455,23.5,1.159090909,2016,505.956999540329,270.91000020504,327.596000313759,19.8169994354248,-5.76000022888184,17.9750003814697,Shrub,1123.5718528,15449.112976000002,-1.0281169117026536,0,0,0
10,C,Invaded Sagebrush,0.62,42.88,69.16129032,0.77,37.17,48.27272727,0.53,43.05,81.22641509,0.95,30.14,31.72631579,-0.351927462214813,2786.56,819.84,1.19,0.08,14.875,73.13636364,19.77272727,0.07809110629025837,2.5,0.386363636,0.045454545,5.522727273,0.318181818,25.85,2.068181818,2016,505.956999540329,270.91000020504,327.596000313759,19.8169994354248,-5.76000022888184,17.9750003814697,Shrub,1123.5718528,16713.1313104,-2.152994369135143,0.24,0.56,0.8
11,A,Invaded Sagebrush,0.54,42.15,78.05555556,0.79,35.49,44.924050630000004,0.53,43.28,81.66037736,1.27,26.16,20.5984252,-0.034338798285195725,3170.72,978.88,1.13,0.09,12.55555556,60.33333333,35.19047619,0.024997417636658876,0.568181818,2.75,0,2.681818182,0.113636364,31.8,1.142857143,2016,616.072996735573,319.650000333786,400.862993836403,18.367000579834,-4.86999988555908,15.8940000534058,Shrub,1264.0183344,15870.4524208,-1.423240104593665,0.32,2.82,3.1399999999999997
11,B,Invaded Sagebrush,0.73,42.04,57.5890411,0.8,28,35,0.64,43.42,67.84375,1.22,31.92,26.16393443,0.25297612609717374,2739.52,792.96,1.09,0.08,13.625,67.95454545,25.09090909,0.04446854665606693,0.386363636,2.272727273,0,2.295454545,0.159090909,36.3,3.863636364,2016,616.072996735573,319.650000333786,400.862993836403,18.367000579834,-4.86999988555908,15.8940000534058,Shrub,1123.5718528,15308.666494400002,-1.8992539976758018,0.22,0,0.22
11,C,Invaded Sagebrush,0.72,41.55,57.70833333,0.77,37.93,49.25974026,0.69,43.06,62.4057971,1.05,32.66,31.1047619,0.04363036111479112,3319.68,770.56,1.23,0.08,15.375,37.86363636,51.95454545,0.08351409980119612,0.386363636,2.113636364,0,4.136363636,0.204545455,40.75,4.75,2016,616.072996735573,319.650000333786,400.862993836403,18.367000579834,-4.86999988555908,15.8940000534058,Shrub,1123.5718528,17274.9172368,-1.3201144924288726,0.2,0,0.2
12,A,Invaded Sagebrush,0.42,43.67,103.9761905,0.83,41.6,50.12048193,0.48,43.91,91.47916667,1.05,32.32,30.78095238,-0.36049550170931716,3664.64,898.24,1.47,0.09,16.33333333,29.66666667,63.61904762,0.0034087387469433268,11.06818182,0.5,0.090909091,6.25,0,28.75,2.833333333,2016,470.235997438431,247.209999084473,309.421996831894,20.0470008850098,-4.98999977111816,18.2569999694824,Shrub,1264.0183344,20645.6327952,0.10796214245877717,0.22,0,0.22
12,B,Invaded Sagebrush,0.56,42.62,76.10714286,0.96,40.58,42.27083333,0.35,44.54,127.2571429,1.31,32.85,25.07633588,0.23069922341146323,5585.44,829.92,1.67,0.1,16.7,22.72727273,69.95454545,0.010845986974153142,17.5,1,0.090909091,4.727272727,0,27.6,3,2016,470.235997438431,247.209999084473,309.421996831894,20.0470008850098,-4.98999977111816,18.2569999694824,Shrub,1404.4648160000004,23454.5624272,1.172251985163184,0.2,0,0.2
12,C,Invaded Sagebrush,0.65,42.6,65.53846154,0.54,43.13,79.87037037,0.32,44.47,138.96875,1.32,31.42,23.8030303,0.13816439687081933,5333.44,857.92,1.73,0.1,17.3,39.22727273,51.27272727,0,11.81818182,1.204545455,0.022727273,4.568181818,0.136363636,27.8,5.159090909,2016,470.235997438431,247.209999084473,309.421996831894,20.0470008850098,-4.98999977111816,18.2569999694824,Shrub,1404.4648160000004,24297.241316800002,0.07563904524367215,0.3,0,0.3
13,A,Invaded Sagebrush,0.58,41.47,71.5,0.42,42.38,100.9047619,0.46,43.71,95.02173913,1.55,31.41,20.26451613,-0.3399322069225074,3204.32,682.08,1.42,0.08,17.75,24.22727273,68.63636364,0.015184381773358867,7.659090909,0.840909091,0,1.954545455,0,28.3,2.954545455,2016,652.855993747711,345.81999826431303,416.783994674683,18.875,-5.51000022888184,16.4489994049072,Shrub,1123.5718528,19943.4003872,0.5350952569402567,0.22,0,0.22
13,B,Invaded Sagebrush,0.6,41.9,69.83333333,0.51,40.52,79.45098039,0.59,43.3,73.38983051,1.07,34.63,32.36448598,-0.3008048265642722,2965.76,646.24,1.32,0.08,16.5,25.13636364,61.04545455,0.018438177860832575,7.113636364,1.863636364,0,3.022727273,0,19.3,9.727272727,2016,652.855993747711,345.81999826431303,416.783994674683,18.875,-5.51000022888184,16.4489994049072,Shrub,1123.5718528,18538.935571200003,0.5311244435923476,0.22,0,0.22
13,C,Invaded Sagebrush,0.61,42.3,69.3442623,0.86,44.57,51.8255814,0.69,43.37,62.85507246,1.34,33.71,25.15671642,-0.3973380715356846,3354.4,738.08,1.63,0.09,18.11111111,30.86363636,52,0.09761388286282296,6.886363636,1.25,0.068181818,4.409090909,0,21.75,10.02272727,2016,652.855993747711,345.81999826431303,416.783994674683,18.875,-5.51000022888184,16.4489994049072,Shrub,1264.0183344,22892.7765008,-0.15043149150710713,0.22,0,0.22
14,A,Invaded Sagebrush,0.8,43.89,54.8625,1.74,43.2,24.82758621,NA,NA,NA,1.22,27.88,22.85245902,0.6156897980311791,4401.6,929.6,1,0.07,14.28571429,39.14285714,51.71428571,0.19543435598599443,8.681818182,0.068181818,0,1.090909091,0.136363636,28.2,2.547619048,2016,468.356002151966,256.31000328064,297.609999001026,20.5100002288818,-8.39999961853027,18.8490009307861,Shrub,983.1253712000002,14044.64816,-0.1342439060912024,0.76,0.82,1.58
14,B,Invaded Sagebrush,0.66,43.83,66.40909091,NA,NA,NA,NA,NA,NA,1.26,31.57,25.05555556,-0.038051615399480994,8755.04,790.72,1.29,0.07,18.42857143,30.95454545,52.68181818,0.34056399137973187,8.318181818,0,0,9.227272727,0.022727273,21.16,5.840909091,2016,468.356002151966,256.31000328064,297.609999001026,20.5100002288818,-8.39999961853027,18.8490009307861,Shrub,983.1253712000002,18117.596126400003,-1.019716891172418,0.42,0,0.42
14,C,Invaded Sagebrush,0.73,43.82,60.02739726,NA,NA,NA,NA,NA,NA,1.04,38.03,36.56730769,0.1607269008730134,12625.76,692.16,1.47,0.07,21,43.31818182,32.90909091,1,7.181818182,0,0,5.409090909,0.022727273,23.55,0.818181818,2016,468.356002151966,256.31000328064,297.609999001026,20.5100002288818,-8.39999961853027,18.8490009307861,Shrub,983.1253712000002,20645.6327952,-2.235767122867026,0.68,0,0.68
16,A,Cheatgrass-dominated,0.33,43.23,131,1.31,43.13,32.92366412,0.64,42.46,66.34375,1.17,36.52,31.21367521,-0.42075737948732905,3433.92,823.2,1.17,0.08,14.625,5.704545455,92.81818182,0,7.818181818,10.77272727,0,0.863636364,0,0,0.022727273,2016,641.547997951508,341.149997234344,416.948000431061,18.57200050354,-4.82999992370605,16.1569995880127,Grass,1123.5718528,16432.2383472,2.9552423315169247,0,0,0
16,B,Cheatgrass-dominated,0.38,43.56,114.6315789,1.65,44.29,26.84242424,0.44,44.19,100.4318182,1.07,37.56,35.10280374,6.259743014377489,3184.16,818.72,1.13,0.08,14.125,5.545454545,91.13636364,0,10.68181818,10.22727273,0.022727273,2.136363636,0,0,0.113636364,2016,641.547997951508,341.149997234344,416.948000431061,18.57200050354,-4.82999992370605,16.1569995880127,Grass,1123.5718528,15870.4524208,2.994418573195322,0.2,0,0.2
16,C,Cheatgrass-dominated,0.46,42.83,93.10869565,1.57,44.24,28.17834395,0.5,43.81,87.62,1.18,33.93,28.75423729,-0.34307382140382553,2984.8,752.64,1.24,0.09,13.77777778,7.318181818,90.18181818,0,9.181818182,10.72727273,0,1.454545455,0,0,0.045454545,2016,641.547997951508,341.149997234344,416.948000431061,18.57200050354,-4.82999992370605,16.1569995880127,Grass,1264.0183344,17415.3637184,2.9273378047610312,0,0,0
18,A,Cheatgrass-dominated,0.46,42.57,92.54347826,1.01,45.52,45.06930693,NA,NA,NA,1.18,36.27,30.73728814,-0.9231300951817506,2935.52,863.52,1.19,0.09,13.22222222,0.727272727,94.5,0.001084598711732017,14.18181818,20.13636364,0,0,0,0,0.090909091,2016,652.855993747711,345.81999826431303,416.783994674683,18.875,-5.51000022888184,16.4489994049072,Grass,1264.0183344,16713.1313104,4.366062472037813,0,0,0
18,B,Cheatgrass-dominated,0.51,40.11,78.64705882,1.06,45.32,42.75471698,NA,NA,NA,1.11,32.28,29.08108108,-0.2922367870697681,3138.24,872.48,1.15,0.09,12.77777778,2.428571429,93.47619048,0,15.45454545,7.954545455,0,0,0,0,0.190476191,2016,652.855993747711,345.81999826431303,416.783994674683,18.875,-5.51000022888184,16.4489994049072,Grass,1264.0183344,16151.345384,3.6414593525303323,0,0,0
18,C,Cheatgrass-dominated,0.51,41.67,81.70588235,1.12,44.69,39.90178571,NA,NA,NA,0.67,43,64.17910448,-0.5664140508938981,3036.32,900.48,1.1,0.08,13.75,2.568181818,93.72727273,0,11.72727273,13.75,0,0,0,0,0.136363636,2016,652.855993747711,345.81999826431303,416.783994674683,18.875,-5.51000022888184,16.4489994049072,Grass,1123.5718528,15449.112976000002,3.682540784312,0,0,0
22,A,Cheatgrass-dominated,0.92,42.72,46.43478261,1.32,45.01,34.09848485,0.76,42.21,55.53947368,0.7,41.01,58.58571429,-0.0663261457313444,3427.2,824.32,1.38,0.09,15.33333333,20.27272727,76.5,0.0032537960874737086,11.90909091,5.681818182,0,0,0,0,0.068181818,2016,578.53200674057,311.300004482269,378.112002372742,19.3120002746582,-5.05000019073486,17.1299991607666,Grass,1264.0183344,19381.6144608,2.550798849873281,0.72,1.4,2.12
22,B,Cheatgrass-dominated,1,42.78,42.78,1.91,45.53,23.83769634,1.04,43.38,41.71153846,1.14,35.99,31.57017544,-0.351927462214813,3623.2,848.96,1.51,0.1,15.1,15.36363636,79.59090909,0.01952277657256459,10.59090909,4.840909091,0,0.136363636,0,0,0.022727273,2016,578.53200674057,311.300004482269,378.112002372742,19.3120002746582,-5.05000019073486,17.1299991607666,Grass,1404.4648160000004,21207.418721600003,2.477026484454235,0.36,0,0.36
22,C,Cheatgrass-dominated,0.98,42.2,43.06122449,2.17,44.57,20.53917051,1.02,43.49,42.6372549,0.84,38.34,45.64285714,-0.17142743019726084,3506.72,810.88,1.39,0.09,15.44444444,18.95454545,78.18181818,0,9.636363636,4.204545455,0,0.022727273,0,0,0.068181818,2016,578.53200674057,311.300004482269,378.112002372742,19.3120002746582,-5.05000019073486,17.1299991607666,Grass,1264.0183344,19522.0609424,2.3030753143497513,0.36,0,0.36
23,A,Cheatgrass-dominated,0.49,43.45,88.67346939,1.19,45.7,38.40336134,0.4,44.52,111.3,0.67,41.71,62.25373134,-0.530428285016981,6624.8,949.76,2.06,0.11,18.72727273,2.25,92.63636364,0,8.181818182,0.159090909,0,1.022727273,0,0,1.068181818,2016,620.477989196777,314.249997615814,412.682991981506,17.9589996337891,-4.76999998092651,15.5769996643066,Grass,1544.9112976000001,28931.975209600005,2.333814462397327,0.22,0.26,0.48
23,B,Cheatgrass-dominated,0.47,43.04,91.57446809,0.62,42.31,68.24193548,0.68,43.32,63.70588235,0.88,38.84,44.13636364,-0.6480960274081702,6261.92,959.84,1.71,0.1,17.1,2.785714286,91.33333333,0,11.95454545,0.181818182,0,1.477272727,0,0,1.142857143,2016,620.477989196777,314.249997615814,412.682991981506,17.9589996337891,-4.76999998092651,15.5769996643066,Grass,1404.4648160000004,24016.3483536,2.588885410772588,0.2,0,0.2
23,C,Cheatgrass-dominated,0.44,43.53,98.93181818,0.92,38.64,42,0.44,44.27,100.6136364,1.14,27.74,24.33333333,-0.6363863734323479,6456.8,939.68,1.59,0.1,15.9,4.613636364,90,0,11,0.090909091,0.045454545,0.681818182,0,0,0.840909091,2016,620.477989196777,314.249997615814,412.682991981506,17.9589996337891,-4.76999998092651,15.5769996643066,Grass,1404.4648160000004,22330.990574400003,2.539193477547539,0.58,0,0.58
24,A,Cheatgrass-dominated,0.98,42.71,43.58163265,2.36,46.37,19.64830508,NA,NA,NA,0.92,24.38,26.5,-0.08260542077090198,5265.12,879.2,1.03,0.07,14.71428571,55.09090909,37.81818182,0,6.272727273,1.977272727,0.090909091,0,0.022727273,0,5.772727273,2016,468.356002151966,256.31000328064,297.609999001026,20.5100002288818,-8.39999961853027,18.8490009307861,Grass,983.1253712000002,14465.987604800002,0.5005390985963275,0.66,0,0.66
24,B,Cheatgrass-dominated,0.9,42.98,47.75555556,2.38,46.16,19.39495798,NA,NA,NA,0.97,21.28,21.93814433,-0.288523969955483,4651.36,862.4,0.88,0.06,14.66666667,48.42857143,48.9047619,0,9.045454545,3.659090909,0,0,0,2.1,0.204545455,2016,468.356002151966,256.31000328064,297.609999001026,20.5100002288818,-8.39999961853027,18.8490009307861,Grass,842.6788895999999,12359.290380800001,1.114659408903818,0.64,0,0.64
24,C,Cheatgrass-dominated,1.07,42.86,40.05607477,2.43,45.71,18.81069959,NA,NA,NA,0.83,18.07,21.77108434,-0.29909121866537136,4546.08,906.08,0.81,0.06,13.5,40.81818182,56.04545455,0,8.954545455,2.818181818,0,0,0,0.6,0.727272727,2016,468.356002151966,256.31000328064,297.609999001026,20.5100002288818,-8.39999961853027,18.8490009307861,Grass,842.6788895999999,11376.165009600001,1.3571950722171902,0.4,0,0.4
25,A,Cheatgrass Dieoff,0.58,43.58,75.13793103,1.96,46.81,23.88265306,0.51,43.65,85.58823529,1.06,31.41,29.63207547,-0.05233168122365426,3103.52,803.04,1.05,0.08,13.125,39.13636364,56.72727273,0.014099783109349192,7.727272727,13.63636364,0,7.136363636,0.022727273,0,0.5,2016,510.62499499321,272.059995174408,335.40499663353,20.3150005340576,-6.01999998092651,18.6219997406006,Grass,1123.5718528,14746.880568,1.1039692422392822,0.3,1.98,2.28
25,B,Cheatgrass Dieoff,0.67,42.93,64.07462687,1.48,45.87,30.99324324,0.43,45.12,104.9302326,0.8,38.41,48.0125,-0.5666996522103815,2955.68,786.24,1.16,0.08,14.5,34.27272727,61.31818182,0.002169197375741691,8.045454545,12.63636364,0,5.159090909,0.045454545,0,0.568181818,2016,510.62499499321,272.059995174408,335.40499663353,20.3150005340576,-6.01999998092651,18.6219997406006,Grass,1123.5718528,16291.7918656,1.497449998746426,0.2,0,0.2
25,C,Cheatgrass Dieoff,0.47,44.02,93.65957447,1.36,45.43,33.40441176,0.46,44.11,95.89130435,0.99,38.58,38.96969697,-0.5772669009202699,2862.72,772.8,1.11,0.08,13.875,38.40909091,56.45454545,0,11.93181818,6.954545455,0.136363636,5.727272727,0.045454545,0,0.363636364,2016,510.62499499321,272.059995174408,335.40499663353,20.3150005340576,-6.01999998092651,18.6219997406006,Grass,1123.5718528,15589.559457600002,1.2534533806772283,0.2,0,0.2
26,A,Cheatgrass Dieoff,0.53,44.12,83.24528302,1.64,43.16,26.31707317,0.7,43.17,61.67142857,0.99,39.25,39.64646465,2.6728760806616045,4876.48,803.04,1.4,0.09,15.55555556,21.45454545,76.68181818,0,5.340909091,15.29545455,0,0.045454545,0,0,1.022727273,2016,517.488995552063,278.909995794296,332.309999704361,20.0699996948242,-5.84000015258789,18.2199993133545,Grass,1264.0183344,19662.507424,2.5621998003406676,0.44,0,0.44
26,B,Cheatgrass Dieoff,0.69,43.44,62.95652174,1.67,44.52,26.65868263,0.67,42.38,63.25373134,1.04,37.74,36.28846154,1.5067659054596017,4813.76,819.84,1.49,0.1,14.9,31.02272727,65.27272727,0,6.477272727,19.79545455,0,0,0,0,2.386363636,2016,517.488995552063,278.909995794296,332.309999704361,20.0699996948242,-5.84000015258789,18.2199993133545,Grass,1404.4648160000004,20926.5257584,2.5926538007612776,0.2,0,0.2
26,C,Cheatgrass Dieoff,0.66,43.15,65.37878788,1.55,45.34,29.2516129,NA,NA,NA,0.95,41.2,43.36842105,0.09846581387961721,3858.4,875.84,1.2,0.08,15,20.90909091,76.59090909,0,6.340909091,17.72727273,0,0,0,0,1.704545455,2016,517.488995552063,278.909995794296,332.309999704361,20.0699996948242,-5.84000015258789,18.2199993133545,Grass,1123.5718528,16853.577792,2.8250138275384353,0,0,0
27,A,Cheatgrass Dieoff,0.7,40.08,57.25714286,0.75,41.92,55.89333333,0.77,41,53.24675325,0.74,31.42,42.45945946,-0.3013760291972391,3596.32,779.52,1.23,0.08,15.375,14.31818182,75.86363636,0.002169197375741691,4.136363636,30.56818182,0,1.5,0,0,7.545454545,2016,510.140003696084,271.430003523826,327.80100120604,20.1420001983643,-6.23999977111816,18.423999786377,Grass,1123.5718528,17274.9172368,3.373790818728363,0,0,0
27,B,Cheatgrass Dieoff,0.54,43.01,79.64814815,0.89,42.29,47.51685393,0.43,42.76,99.44186047,0.84,35.18,41.88095238,-0.1662866065005584,3696,749.28,1.24,0.08,15.5,14.36363636,79.68181818,0.001084598711732017,7.840909091,12.75,0,1.181818182,0,0,2.863636364,2016,510.140003696084,271.430003523826,327.80100120604,20.1420001983643,-6.23999977111816,18.423999786377,Grass,1123.5718528,17415.3637184,2.6582207263260798,0,0,0
27,C,Cheatgrass Dieoff,0.67,42.75,63.80597015,0.78,41.66,53.41025641,0.66,42.27,64.04545455,0.92,34.71,37.72826087,-0.42675500713348186,3647.84,817.6,1.18,0.08,14.75,22.59090909,73.31818182,0.001084598711732017,4.272727273,18.22727273,0,0.840909091,0,0,2.75,2016,510.140003696084,271.430003523826,327.80100120604,20.1420001983643,-6.23999977111816,18.423999786377,Grass,1123.5718528,16572.6848288,2.4756466162402915,0,0,0
28,A,Cheatgrass Dieoff,1.27,41.3,32.51968504,2.23,41.26,18.50224215,NA,NA,NA,1.63,37.13,22.7791411,0.7239326969784137,2769.76,415.52,1.02,0.07,14.57142857,18.97727273,77.5,0,6.727272727,1.363636364,0,0,0,0,0.022727273,2016,460.649002313614,235.880000829697,303.120001316071,20.7399997711182,-5.6100001335144,19.2880001068115,Grass,983.1253712000002,14325.5411232,1.8438312980428755,0.76,0,0.76
28,B,Cheatgrass Dieoff,1.12,43.26,38.625,2.24,41.76,18.64285714,NA,NA,NA,1.6,38.2,23.875,0.8073282813915867,2449.44,443.52,0.98,0.07,14,31.52272727,66.40909091,0,6.090909091,1.840909091,0,0,0,0,0.090909091,2016,460.649002313614,235.880000829697,303.120001316071,20.7399997711182,-5.6100001335144,19.2880001068115,Grass,983.1253712000002,13763.7551968,1.399355134528835,0.52,0,0.52
28,C,Cheatgrass Dieoff,0.86,44.17,51.36046512,1.77,42.98,24.28248588,NA,NA,NA,1.72,36.16,21.02325581,1.159760305932187,2488.64,493.92,0.97,0.07,13.85714286,23.5,74.36363636,0,6.931818182,2,0,0,0,0,0.022727273,2016,460.649002313614,235.880000829697,303.120001316071,20.7399997711182,-5.6100001335144,19.2880001068115,Grass,983.1253712000002,13623.3087152,1.7687698763241384,0.44,0,0.44
