"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-04-24",,,,,"0.43",",,7,2000","0.0",",,7,2000","0",",,7,2000","57",",,7","41",",,7","44",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-04-25",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","55",",,7","34",",,7","49",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-04-26",,,,,"0.62",",,7,2000","0.0",",,7,2000","0",",,7,2000","55",",,7","43",",,7","46",",,7,2000",,,"    1",",,7",,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-04-27",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","51",",,7","29",",,7","40",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-04-28",,,,,"0.05",",,7,2000","2.0",",,7,2000","0",",,7,2000","53",",,7","31",",,7","40",",,7,2000",,,,,,,"    1",",,7",,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-04-29",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","62",",,7","25",",,7","44",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-04-30",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","67",",,7","34",",,7","48",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-05-01",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","70",",,7","30",",,7","60",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-05-02",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","72",",,7","40",",,7","55",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-05-03",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","77",",,7","37",",,7","64",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-05-04",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","85",",,7","41",",,7","65",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-05-05",,,,,"0.08",",,7,2000","0.0",",,7,2000","0",",,7,2000","80",",,7","55",",,7","62",",,7,2000",,,"    1",",,7",,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-05-06",,,,,"0.07",",,7,2000","0.0",",,7,2000","0",",,7,2000","63",",,7","45",",,7","48",",,7,2000",,,"    1",",,7",,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-05-07",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","65",",,7","37",",,7","56",",,7,2000",,,"    1",",,7",,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-05-08",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","68",",,7","33",",,7","44",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-05-09",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","76",",,7","29",",,7","70",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-05-10",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","83",",,7","35",",,7","70",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-05-11",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","85",",,7","42",",,7","61",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-05-12",,,,,"0.12",",,7,2000","0.0",",,7,2000","0",",,7,2000","64",",,7","43",",,7","57",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-05-13",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","58",",,7","30",",,7","46",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-05-14",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","63",",,7","30",",,7","53",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-05-15",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","68",",,7","33",",,7","50",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-05-16",,,,,"0.41",",,7,2000","0.0",",,7,2000","0",",,7,2000","52",",,7","31",",,7","41",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-05-17",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","47",",,7","35",",,7","45",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-05-18",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","63",",,7","41",",,7","57",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-05-19",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","73",",,7","31",",,7","55",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-05-20",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","78",",,7","35",",,7","60",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-05-21",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","79",",,7","45",",,7","61",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-05-22",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","86",",,7","40",",,7","77",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-05-23",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","91",",,7","40",",,7","80",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-05-24",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","85",",,7","45",",,7","68",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-05-25",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","74",",,7","34",",,7","62",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-05-26",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","74",",,7","32",",,7","65",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-05-27",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","83",",,7","35",",,7","58",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-05-28",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","89",",,7","39",",,7","65",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-05-29",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","89",",,7","39",",,7","81",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-05-30",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","92",",,7","43",",,7","68",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-05-31",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","85",",,7","45",",,7","62",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-06-01",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","84",",,7","46",",,7","69",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-06-02",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","87",",,7","40",",,7","83",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-06-03",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","87",",,7","40",",,7","74",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-06-04",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","85",",,7","42",",,7","68",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-06-05",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","85",",,7","45",",,7","66",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-06-06",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","93",",,7","43",",,7","72",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-06-07",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","93",",,7","47",",,7","78",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-06-08",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","82",",,7","45",",,7","56",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-06-09",,,,,"0.00","T,,7,2000","0.0",",,7,2000","0",",,7,2000","71",",,7","41",",,7","60",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-06-10",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","71",",,7","39",",,7","59",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-06-11",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","65",",,7","41",",,7","51",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-06-12",,,,,"1.76",",,7,2000","0.0",",,7,2000","0",",,7,2000","51",",,7","40",",,7","47",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-06-13",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","71",",,7","39",",,7","57",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-06-14",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","79",",,7","38",",,7","60",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-06-15",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","84",",,7","44",",,7","73",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-06-16",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","90",",,7","51",",,7","80",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-06-17",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","85",",,7","53",",,7","64",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-06-18",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","91",",,7","50",",,7","72",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-06-19",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","99",",,7","54",",,7","74",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-06-20",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","101",",,7","58",",,7","87",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-06-21",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","93",",,7","62",",,7","68",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-06-22",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","86",",,7","50",",,7","67",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-06-23",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","90",",,7","45",",,7","81",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-06-24",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","94",",,7","44",",,7","74",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-06-25",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","99",",,7","46",",,7","69",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-06-26",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","97",",,7","50",",,7","74",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-06-27",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","90",",,7","50",",,7","65",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-06-28",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","88",",,7","48",",,7","78",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-06-29",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","88",",,7","39",",,7","62",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-06-30",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","96",",,7","45",",,7","65",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-07-01",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","99",",,7","45",",,7","65",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-07-02",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","103",",,7","50",",,7","86",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-07-03",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","100",",,7","53",",,7","82",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-07-04",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","100",",,7","53",",,7","90",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-07-05",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","100",",,7","53",",,7","74",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-07-06",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","101",",,7","53",",,7","72",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-07-07",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","102",",,7","56",",,7","80",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-07-08",,,,,"0.00","T,,7,2000","0.0",",,7,2000","0",",,7,2000","104",",,7","54",",,7","85",",,7,2000",,,"    1",",,7",,,,,,,"    1",",,7"
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-07-09",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","104",",,7","54",",,7","79",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-07-10",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","96",",,7","55",",,7","72",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-07-11",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","95",",,7","50",",,7","70",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-07-12",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","98",",,7","50",",,7","73",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-07-13",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","99",",,7","51",",,7","79",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-07-14",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","103",",,7","52",",,7","74",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-07-15",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","100",",,7","56",",,7","81",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-07-16",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","98",",,7","64",",,7","76",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-07-17",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","98",",,7","53",",,7","80",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-07-18",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","94",",,7","53",",,7","85",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-07-19",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","93",",,7","45",",,7","75",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-07-20",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","94",",,7","44",",,7","73",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-07-21",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","96",",,7","46",",,7","81",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-07-22",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","101",",,7","46",",,7","88",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-07-23",,,,,"0.00","T,,7,2000","0.0",",,7,2000","0",",,7,2000","105",",,7","54",",,7","87",",,7,2000",,,"    1",",,7",,,,,,,"    1",",,7"
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-07-24",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","99",",,7","57",",,7","72",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-07-25",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","97",",,7","55",",,7","71",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-07-26",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","95",",,7","54",",,7","72",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-07-27",,,,,"0.00","T,,7,2000","0.0",",,7,2000","0",",,7,2000","95",",,7","50",",,7","70",",,7,2000",,,"    1",",,7",,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-07-28",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","99",",,7","49",",,7","73",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-07-29",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","103",",,7","51",",,7","83",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-07-30",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","104",",,7","52",",,7","81",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-07-31",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","105",",,7","59",",,7","76",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-08-01",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","108",",,7","58",",,7","75",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-08-02",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","105",",,7","60",",,7","84",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-08-03",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","104",",,7","54",",,7","71",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-08-04",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","102",",,7","51",",,7","81",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-08-05",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","97",",,7","50",",,7","82",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-08-06",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","91",",,7","65",",,7","78",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-08-07",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","93",",,7","55",",,7","76",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-08-08",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","94",",,7","55",",,7","77",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-08-09",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","94",",,7","55",",,7","75",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-08-10",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","97",",,7","59",",,7","76",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-08-11",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","94",",,7","54",",,7","76",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-08-12",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","92",",,7","48",",,7","70",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-08-13",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","92",",,7","52",",,7","80",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-08-14",,,,,"0.11",",,7,2000","0.0",",,7,2000","0",",,7,2000","80",",,7","59",",,7","65",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-08-15",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","89",",,7","46",",,7","68",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-08-16",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","92",",,7","58",",,7","68",",,7,2000",,,,,,,,,,,,
