"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-08-17",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","91",",,7","46",",,7","73",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-08-18",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","94",",,7","46",",,7","70",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-08-19",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","96",",,7","44",",,7","70",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-08-20",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","94",",,7","55",",,7","76",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-08-21",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","94",",,7","49",",,7","80",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-08-22",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","90",",,7","50",",,7","72",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-08-23",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","90",",,7","60",",,7","65",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-08-24",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","93",",,7","47",",,7","65",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-08-25",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","94",",,7","47",",,7","75",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-08-26",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","99",",,7","49",",,7","89",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-08-27",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","104",",,7","51",",,7","80",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-08-28",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","99",",,7","60",",,7","73",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-08-29",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","98",",,7","52",",,7","82",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-08-30",,,,,"0.03",",,7,2000","0.0",",,7,2000","0",",,7,2000","95",",,7","54",",,7","65",",,7,2000",,,"    1",",,7",,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-08-31",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","92",",,7","44",",,7","73",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-09-01",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","96",",,7","43",",,7","62",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-09-02",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","101",",,7","48",",,7","63",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-09-03",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","103",",,7","52",",,7","73",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-09-04",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","102",",,7","52",",,7","67",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-09-05",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","105",",,7","53",",,7","83",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-09-06",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","97",",,7","46",",,7","71",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-09-07",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","93",",,7","54",",,7","68",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-09-08",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","90",",,7","53",",,7","69",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-09-09",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","86",",,7","57",",,7","71",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-09-10",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","90",",,7","48",",,7","76",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-09-11",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","95",",,7","53",",,7","70",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-09-12",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","90",",,7","58",",,7","73",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-09-13",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","88",",,7","56",",,7","70",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-09-14",,,,,"0.13",",,7,2000","0.0",",,7,2000","0",",,7,2000","82",",,7","53",",,7","56",",,7,2000",,,"    1",",,7",,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-09-15",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","69",",,7","35",",,7","53",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-09-16",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","69",",,7","28",",,7","55",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-09-17",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","77",",,7","27",",,7","50",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-09-18",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","70",",,7","44",",,7","65",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-09-19",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","65",",,7","39",",,7","55",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-09-20",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","61",",,7","37",",,7","46",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-09-21",,,,,"0.15",",,7,2000","0.0",",,7,2000","0",",,7,2000","59",",,7","36",",,7","43",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-09-22",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","58",",,7","26",",,7","42",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-09-23",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","60",",,7","20",",,7","35",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-09-24",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","65",",,7","23",",,7","45",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-09-25",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","68",",,7","27",",,7","49",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-09-26",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","74",",,7","34",",,7","55",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-09-27",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","76",",,7","30",",,7","55",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-09-28",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","79",",,7","30",",,7","49",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-09-29",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","79",",,7","30",",,7","49",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-09-30",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","69",",,7","46",",,7","53",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-10-01",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","62",",,7","31",",,7","42",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-10-02",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","55",",,7","22",",,7","37",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-10-03",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","63",",,7","33",",,7","50",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-10-04",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","65",",,7","36",",,7","41",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-10-05",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","70",",,7","22",",,7","42",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-10-06",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","73",",,7","24",",,7","55",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-10-07",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","78",",,7","40",",,7","60",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-10-08",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","62",",,7","28",",,7","39",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-10-09",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","61",",,7","20",",,7","39",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-10-10",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","68",",,7","23",",,7","50",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-10-11",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","61",",,7","35",",,7","40",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-10-12",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","56",",,7","20",",,7","36",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-10-13",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","55",",,7","21",",,7","34",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-10-14",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","53",",,7","17",",,7","30",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-10-15",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","65",",,7","13",",,7","39",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-10-16",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","74",",,7","19",",,7","45",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-10-17",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","75",",,7","21",",,7","47",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-10-18",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","77",",,7","21",",,7","50",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-10-19",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","75",",,7","23",",,7","60",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-10-20",,,,,"0.18",",,7,2000","0.0",",,7,2000","0",",,7,2000","61",",,7","36",",,7","43",",,7,2000",,,,,,,,,,,"    1",",,7"
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-10-21",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","50",",,7","25",",,7","47",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-10-22",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","70",",,7","34",",,7","58",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-10-23",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","68",",,7","33",",,7","55",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-10-24",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","75",",,7","29",",,7","47",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-10-25",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","75",",,7","24",",,7","64",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-10-26",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","71",",,7","27",",,7","56",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-10-27",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","71",",,7","30",",,7","50",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-10-28",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","76",",,7","30",",,7","49",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-10-29",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","77",",,7","27",",,7","57",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-10-30",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","63",",,7","39",",,7","48",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-10-31",,,,,"0.00",",,7,2000","0.0",",,7,2000","0",",,7,2000","61",",,7","24",",,7","44",",,7,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-11-01",,,,,"0.00",",,H,2000","0.0",",,H,2000","0",",,H,2000","70",",,H","30",",,H","51",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-11-02",,,,,"0.00",",,H,2000","0.0",",,H,2000","0",",,H,2000","64",",,H","31",",,H","49",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-11-03",,,,,"0.00",",,H,2000","0.0",",,H,2000","0",",,H,2000","55",",,H","46",",,H",,,,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-11-04",,,,,"0.24",",,H,2000","1.0",",,H,2000","0",",,H,2000","49",",,H","31",",,H","36",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-11-05",,,,,"0.00",",,H,2000","0.0",",,H,2000","0",",,H,2000","51",",,H","33",",,H","44",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-11-06",,,,,"0.00",",,H,2000","0.0",",,H,2000","0",",,H,2000","46",",,H","27",",,H","27",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-11-07",,,,,"0.00",",,H,2000","0.0",",,H,2000","0",",,H,2000","50",",,H","14",",,H","30",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-11-08",,,,,"0.00",",,H,2000","0.0",",,H,2000","0",",,H,2000","48",",,H","21",",,H","40",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-11-09",,,,,"0.00",",,H,2000","0.0",",,H,2000","0",",,H,2000","61",",,H","25",",,H","47",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-11-10",,,,,"0.00",",,H,2000","0.0",",,H,2000","0",",,H,2000","60",",,H","32",",,H","48",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-11-11",,,,,"0.00",",,H,2000","0.0",",,H,2000","0",",,H,2000","57",",,H","25",",,H","40",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-11-12",,,,,"0.00",",,H,2000","0.0",",,H,2000","0",",,H,2000","54",",,H","19",",,H","32",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-11-13",,,,,"0.00",",,H,2000","0.0",",,H,2000","0",",,H,2000","61",",,H","23",",,H","46",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-11-14",,,,,"0.00",",,H,2000","0.0",",,H,2000","0",",,H,2000","55",",,H","33",",,H","34",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-11-15",,,,,"0.24",",,H,2000","0.0",",,H,2000","0",",,H,2000","52",",,H","30",",,H","43",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-11-16",,,,,"0.02",",,H,2000","0.0",",,H,2000","0",",,H,2000","51",",,H","42",",,H","46",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-11-17",,,,,"0.06",",,H,2000","0.0",",,H,2000","0",",,H,2000","46",",,H","31",",,H","31",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-11-18",,,,,"0.00",",,H,2000","0.0",",,H,2000","0",",,H,2000","46",",,H","14",",,H","28",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-11-19",,,,,"0.00",",,H,2000","0.0",",,H,2000","0",",,H,2000","45",",,H","16",",,H","36",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-11-20",,,,,"0.01",",,H,2000","0.0",",,H,2000","0",",,H,2000","57",",,H","35",",,H","52",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-11-21",,,,,"0.00",",,H,2000","0.0",",,H,2000","0",",,H,2000","65",",,H","43",",,H","53",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-11-22",,,,,"0.00",",,H,2000","0.0",",,H,2000","0",",,H,2000","69",",,H","35",",,H","49",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-11-23",,,,,"0.00",",,H,2000","0.0",",,H,2000","0",",,H,2000","67",",,H","38",",,H","52",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-11-24",,,,,"0.00",",,H,2000","0.0",",,H,2000","0",",,H,2000","59",",,H","42",",,H","43",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-11-25",,,,,"0.00",",,H,2000","0.0",",,H,2000","0",",,H,2000","63",",,H","30",",,H","51",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-11-26",,,,,"0.00",",,H,2000","0.0",",,H,2000","0",",,H,2000","72",",,H","41",",,H","58",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-11-27",,,,,"0.12",",,H,2000","0.0",",,H,2000","0",",,H,2000","59",",,H","33",",,H","33",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-11-28",,,,,"0.00",",,H,2000","0.0",",,H,2000","0",",,H,2000","50",",,H","18",",,H","33",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-11-29",,,,,"0.00",",,H,2000","0.0",",,H,2000","0",",,H,2000","45",",,H","21",",,H","21",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-11-30",,,,,"0.00",",,H,2000","0.0",",,H,2000","0",",,H,2000","47",",,H","17",",,H","39",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-12-01",,,,,"0.00",",,H,2000","0.0",",,H,2000","0",",,H,2000","50",",,H","20",",,H","29",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-12-02",,,,,"0.00",",,H,2000","0.0",",,H,2000","0",",,H,2000","52",",,H","20",",,H","44",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-12-03",,,,,"0.04",",,H,2000","0.0",",,H,2000","0",",,H,2000","46",",,H","29",",,H","30",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-12-04",,,,,"0.00",",,H,2000","0.0",",,H,2000","0",",,H,2000","37",",,H","10",",,H","22",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-12-05",,,,,"0.00",",,H,2000","0.0",",,H,2000","0",",,H,2000","41",",,H","6",",,H","20",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-12-06",,,,,"0.00",",,H,2000","0.0",",,H,2000","0",",,H,2000","47",",,H","10",",,H","25",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-12-07",,,,,"0.00",",,H,2000","0.0",",,H,2000","0",",,H,2000","45",",,H","6",",,H","21",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-12-08",,,,,"0.00",",,H,2000","0.0",",,H,2000","0",",,H,2000","47",",,H","5",",,H","20",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-12-09",,,,,"0.00",",,H,2000","0.0",",,H,2000","0",",,H,2000","47",",,H","5",",,H","22",",,H,2000",,,,,,,,,,,,
"USC00265818","OROVADA 3 W, NV US","41.5684","-117.8388","1280.2","2017-12-10",,,,,"0.00",",,H,2000","0.0",",,H,2000","0",",,H,2000","48",",,H","5",",,H","15",",,H,2000",,,,,,,,,,,,
